类别,行政区,点评数,口味,环境,服务,人均消费,城市,经度,纬度
甜点,宝山区,40,6.9,6.9,6.8,25,上海市,121.4484922,31.33781935
甜点,宝山区,40,6.9,6.9,6.8,25,上海市,121.4484922,31.33781935
湾菜,宝山区,0,0,0,0,25,上海市,121.4484917,31.33192445
西餐,闸北区,130,8.8,9.1,9,25,上海市,121.4484886,31.27567841
啡厅,静安区,27,7.7,7.7,7.7,25,上海市,121.4484861,31.23452054
啡厅,静安区,27,7.7,7.7,7.7,25,上海市,121.4484861,31.23452054
啡厅,静安区,2,7.2,7.2,7.4,25,上海市,121.4484861,31.23452054
火锅,静安区,660,8,6.8,7.3,25,上海市,121.4484824,31.21997832
快餐,静安区,101,7.9,7.3,7.7,25,上海市,121.4484824,31.21997832
啡厅,静安区,127,8.2,8,8.5,25,上海市,121.4484824,31.21997832
快餐,静安区,101,7.9,7.3,7.7,25,上海市,121.4484824,31.21997832
粤菜,徐汇区,3,6.8,6.8,6.8,25,上海市,121.4484885,31.13750108
西餐,静安区,554,7.6,7.7,7.6,25,上海市,121.448478,31.23596386
西餐,静安区,554,7.6,7.7,7.6,25,上海市,121.448478,31.23596386
海鲜,宝山区,0,0,0,0,25,上海市,121.4484651,31.36101941
海鲜,宝山区,0,0,0,0,25,上海市,121.4484651,31.36101941
海鲜,宝山区,0,0,0,0,25,上海市,121.4484651,31.36101941
海鲜,宝山区,0,0,0,0,25,上海市,121.4484651,31.36101941
海鲜,宝山区,0,0,0,0,25,上海市,121.4484651,31.36101941
海鲜,宝山区,0,0,0,0,25,上海市,121.4484651,31.36101941
海鲜,宝山区,0,0,0,0,25,上海市,121.4484651,31.36101941
海鲜,宝山区,0,0,0,0,25,上海市,121.4484651,31.36101941
海鲜,宝山区,0,0,0,0,25,上海市,121.4484651,31.36101941
海鲜,宝山区,0,0,0,0,25,上海市,121.4484651,31.36101941
海鲜,宝山区,0,0,0,0,25,上海市,121.4484651,31.36101941
海鲜,宝山区,0,0,0,0,25,上海市,121.4484651,31.36101941
火锅,徐汇区,4,6.9,6.9,6.9,25,上海市,121.4484802,31.11711511
快餐,静安区,2485,7.6,6.9,7.2,25,上海市,121.4484661,31.23424762
快餐,静安区,2485,7.6,6.9,7.2,25,上海市,121.4484661,31.23424762
快餐,静安区,2485,7.6,6.9,7.2,25,上海市,121.4484661,31.23424762
快餐,静安区,2485,7.6,6.9,7.2,25,上海市,121.4484661,31.23424762
啡厅,静安区,15,7.2,7.1,7.1,25,上海市,121.4484573,31.2323105
啡厅,静安区,15,7.2,7.1,7.1,25,上海市,121.4484573,31.2323105
美食,闸北区,1,6.9,6.9,6.9,25,上海市,121.4484361,31.25679142
疆菜,闸北区,3,7,7,7,25,上海市,121.4484351,31.26785262
海鲜,宝山区,147,8,7.7,8,25,上海市,121.4484118,31.32832758
甜点,静安区,0,0,0,0,25,上海市,121.4484163,31.23052324
甜点,静安区,0,0,0,0,25,上海市,121.4484163,31.23052324
快餐,闸北区,5,6.8,6.8,6.8,25,上海市,121.4484146,31.25075804
湘菜,闸北区,1,6.9,6.9,6.9,25,上海市,121.4483989,31.26974573
龙虾,闸北区,41,8,7.5,7.8,25,上海市,121.4483989,31.26974573
龙虾,闸北区,0,0,0,0,25,上海市,121.4483989,31.26974573
海鲜,闸北区,3,0,0,0,25,上海市,121.4483989,31.26974573
海鲜,闸北区,0,0,0,0,25,上海市,121.4483989,31.26974573
龙虾,闸北区,41,8,7.5,7.8,25,上海市,121.4483989,31.26974573
快餐,闸北区,3,7.2,7.2,7.2,25,上海市,121.448398,31.25684231
西餐,闵行区,39,7,7.3,7,25,上海市,121.4484111,31.02397997
西餐,闵行区,39,7,7.3,7,25,上海市,121.4484111,31.02397997
浙菜,闸北区,3063,7.9,8.3,7.8,25,上海市,121.4483783,31.2763419
粤菜,闸北区,5983,8.3,8.2,8.1,25,上海市,121.4483783,31.2763419
粤菜,闸北区,5983,8.3,8.2,8.1,25,上海市,121.4483783,31.2763419
粤菜,闸北区,5983,8.3,8.2,8.1,25,上海市,121.4483783,31.2763419
美食,静安区,3,7.7,7.7,7.3,25,上海市,121.4483811,31.22015902
快餐,徐汇区,203,8.2,7.3,7.4,25,上海市,121.4483783,31.17166693
快餐,宝山区,1,7.5,7.5,7.5,25,上海市,121.4483594,31.34285731
西餐,徐汇区,982,8.5,8.2,8.2,25,上海市,121.4483672,31.21893357
甜点,徐汇区,540,8.3,8,7.8,25,上海市,121.4483672,31.21893357
西餐,徐汇区,982,8.5,8.2,8.2,25,上海市,121.4483672,31.21893357
甜点,徐汇区,540,8.3,8,7.8,25,上海市,121.4483672,31.21893357
西餐,徐汇区,982,8.5,8.2,8.2,25,上海市,121.4483672,31.21893357
西餐,徐汇区,982,8.5,8.2,8.2,25,上海市,121.4483672,31.21893357
甜点,徐汇区,540,8.3,8,7.8,25,上海市,121.4483672,31.21893357
西餐,闸北区,1,6.9,6.9,6.9,25,上海市,121.448358,31.26740465
西餐,闸北区,1,6.9,6.9,6.9,25,上海市,121.448358,31.26740465
甜点,闸北区,35,6.9,6.9,6.8,25,上海市,121.448345,31.27819805
甜点,闸北区,35,6.9,6.9,6.8,25,上海市,121.448345,31.27819805
快餐,闸北区,104,7.5,8,7.6,25,上海市,121.448339,31.31278122
西餐,闸北区,138,8.1,8.7,8.2,25,上海市,121.4483422,31.27578606
甜点,闸北区,1338,8,8,7.9,25,上海市,121.4483422,31.27578606
甜点,闸北区,1338,8,8,7.9,25,上海市,121.4483422,31.27578606
快餐,静安区,13,6.9,7.2,7.2,25,上海市,121.4483438,31.23421538
快餐,静安区,4,7.5,7.5,7.5,25,上海市,121.448336,31.23199438
西餐,静安区,1810,8.1,9.1,8.9,25,上海市,121.448336,31.23199438
西餐,静安区,0,0,0,0,25,上海市,121.448336,31.23199438
西餐,静安区,1810,8.1,9.1,8.9,25,上海市,121.448336,31.23199438
西餐,静安区,1810,8.1,9.1,8.9,25,上海市,121.448336,31.23199438
西餐,静安区,1810,8.1,9.1,8.9,25,上海市,121.448336,31.23199438
快餐,徐汇区,56,7.3,7.1,6.9,25,上海市,121.4483304,31.20396768
快餐,宝山区,34,7,7.1,7.2,25,上海市,121.4483166,31.32833738
快餐,静安区,14,8,7.8,7.9,25,上海市,121.4483236,31.23619542
快餐,静安区,75,7.4,7.3,7.5,25,上海市,121.4483236,31.23619542
快餐,静安区,6,6.9,6.9,7,25,上海市,121.4483236,31.23619542
快餐,静安区,75,7.4,7.3,7.5,25,上海市,121.4483236,31.23619542
啡厅,徐汇区,185,8.7,9,9,25,上海市,121.4483249,31.20884131
啡厅,徐汇区,185,8.7,9,9,25,上海市,121.4483249,31.20884131
甜点,静安区,0,0,0,0,25,上海市,121.4483191,31.22996129
啡厅,静安区,11,7.1,7.1,7.4,25,上海市,121.4483191,31.22996129
美食,徐汇区,0,0,0,0,25,上海市,121.4483197,31.2117399
甜点,徐汇区,2,6.8,6.8,6.8,25,上海市,121.4483197,31.2117399
粤菜,闵行区,122,7.2,7.6,7.4,25,上海市,121.4483348,31.02468339
川菜,闸北区,14,6.8,6.5,6.7,25,上海市,121.4482967,31.25767973
川菜,闸北区,14,6.8,6.5,6.7,25,上海市,121.4482967,31.25767973
湘菜,闸北区,1,6.8,6.8,6.8,25,上海市,121.4482967,31.25767973
快餐,静安区,2,7.3,7.3,7.3,25,上海市,121.4482936,31.22367717
西餐,静安区,0,0,0,0,25,上海市,121.4482914,31.23738081
西餐,静安区,0,0,0,0,25,上海市,121.4482914,31.23738081
快餐,徐汇区,31,7.4,7.3,7.6,25,上海市,121.4482846,31.18905094
快餐,徐汇区,31,7.4,7.3,7.6,25,上海市,121.4482846,31.18905094
火锅,闵行区,14,7.2,7.4,7.1,25,上海市,121.4482881,31.04283871
火锅,闵行区,14,7.2,7.4,7.1,25,上海市,121.4482881,31.04283871
啡厅,静安区,904,8.4,8.2,8.1,25,上海市,121.4482688,31.23223313
啡厅,静安区,904,8.4,8.2,8.1,25,上海市,121.4482688,31.23223313
啡厅,静安区,904,8.4,8.2,8.1,25,上海市,121.4482688,31.23223313
啡厅,静安区,904,8.4,8.2,8.1,25,上海市,121.4482688,31.23223313
本菜,闵行区,0,0,0,0,25,上海市,121.4482834,31.03904191
亚菜,闸北区,166,9,8.6,8.9,25,上海市,121.4482536,31.25695996
啡厅,闸北区,6,7,7,7.1,25,上海市,121.4482536,31.25695996
料理,静安区,760,8.6,8.4,8.8,25,上海市,121.4482447,31.23228406
浙菜,闸北区,0,0,0,0,25,上海市,121.4482325,31.25742471
火锅,静安区,0,0,0,0,25,上海市,121.4482103,31.2247255
火锅,静安区,0,0,0,0,25,上海市,121.4482103,31.2247255
海鲜,徐汇区,0,0,0,0,25,上海市,121.448208,31.20531277
西餐,徐汇区,27,7.4,7.3,7.3,25,上海市,121.4482067,31.15028068
啡厅,徐汇区,50,8.1,8.2,8.3,25,上海市,121.4481957,31.2080854
西餐,静安区,72,7.9,8,8.2,25,上海市,121.4481896,31.23241688
西餐,静安区,72,7.9,8,8.2,25,上海市,121.4481896,31.23241688
浙菜,闸北区,14,7.1,7.3,7,25,上海市,121.448185,31.25031175
甜点,闸北区,1,7,7,7,25,上海市,121.448185,31.25031175
甜点,闸北区,39,7.1,7.2,7.3,25,上海市,121.4481722,31.28280477
美食,闸北区,465,9,9.2,9.3,25,上海市,121.4481722,31.28280477
啡厅,闸北区,0,0,0,0,25,上海市,121.4481722,31.28280477
啡厅,徐汇区,283,9,9,9.1,25,上海市,121.448176,31.21536586
啡厅,徐汇区,283,9,9,9.1,25,上海市,121.448176,31.21536586
啡厅,徐汇区,400,8.2,8,8.4,25,上海市,121.4481697,31.21926699
亚菜,徐汇区,4675,8.1,8.4,7.9,25,上海市,121.4481697,31.21926699
西餐,徐汇区,1283,8.6,8.4,8.4,25,上海市,121.4481697,31.21926699
西餐,徐汇区,947,7.7,7.6,7.2,25,上海市,121.4481697,31.21926699
烧烤,徐汇区,3,7,6.8,6.8,25,上海市,121.4481697,31.21926699
西餐,徐汇区,1283,8.6,8.4,8.4,25,上海市,121.4481697,31.21926699
西餐,徐汇区,947,7.7,7.6,7.2,25,上海市,121.4481697,31.21926699
西餐,徐汇区,1283,8.6,8.4,8.4,25,上海市,121.4481697,31.21926699
西餐,徐汇区,947,7.7,7.6,7.2,25,上海市,121.4481697,31.21926699
西餐,徐汇区,1283,8.6,8.4,8.4,25,上海市,121.4481697,31.21926699
亚菜,徐汇区,4675,8.1,8.4,7.9,25,上海市,121.4481697,31.21926699
西餐,徐汇区,1601,8.4,8.2,8,25,上海市,121.4481697,31.21926699
西餐,徐汇区,1601,8.4,8.2,8,25,上海市,121.4481697,31.21926699
亚菜,徐汇区,4675,8.1,8.4,7.9,25,上海市,121.4481697,31.21926699
西餐,徐汇区,1601,8.4,8.2,8,25,上海市,121.4481697,31.21926699
西餐,静安区,0,0,0,0,25,上海市,121.4481602,31.2247084
啡厅,闸北区,135,9.1,8.6,9.1,25,上海市,121.4481407,31.2753678
火锅,闵行区,0,0,0,0,25,上海市,121.4481538,31.04281944
西菜,闵行区,2,7,7,7,25,上海市,121.4481538,31.04281944
粤菜,徐汇区,0,0,0,0,25,上海市,121.4481373,31.18796616
料理,徐汇区,0,0,0,0,25,上海市,121.4481373,31.18796616
湘菜,闸北区,0,0,0,0,25,上海市,121.4481254,31.26774601
甜点,静安区,33,7.2,7.2,7.4,25,上海市,121.4481251,31.23626197
素菜,徐汇区,2125,8.9,8.1,7.9,25,上海市,121.4481281,31.17802515
素菜,徐汇区,2125,8.9,8.1,7.9,25,上海市,121.4481281,31.17802515
甜点,闸北区,208,7.7,7.6,7.6,25,上海市,121.4481159,31.27239501
啡厅,闸北区,165,7,7.3,7.1,25,上海市,121.4481111,31.28234683
啡厅,闸北区,165,7,7.3,7.1,25,上海市,121.4481111,31.28234683
火锅,宝山区,12,7.6,7.5,7.6,25,上海市,121.4481052,31.33831935
甜点,闸北区,176,7.9,8.1,8.1,25,上海市,121.4481087,31.27534075
甜点,闸北区,224,8.3,8.1,8.7,25,上海市,121.4481087,31.27534075
甜点,闸北区,60,7.4,7.7,7.7,25,上海市,121.4481087,31.27534075
浙菜,闸北区,30,7.5,7.2,7.4,25,上海市,121.4480922,31.31517179
快餐,闸北区,2,7.4,7,7.4,25,上海市,121.4480922,31.31517179
啡厅,静安区,449,8.3,8.4,8.6,25,上海市,121.4480984,31.23116926
甜点,静安区,2,7.4,7.4,7.4,25,上海市,121.4480984,31.23116926
啡厅,静安区,449,8.3,8.4,8.6,25,上海市,121.4480984,31.23116926
啡厅,静安区,449,8.3,8.4,8.6,25,上海市,121.4480984,31.23116926
素菜,徐汇区,57,7.4,6.8,6.9,25,上海市,121.4480975,31.19627995
火锅,静安区,20,8.3,8.3,8.3,25,上海市,121.4480873,31.23260757
西餐,静安区,464,7.9,8.2,8.1,25,上海市,121.4480873,31.23260757
甜点,闸北区,696,7.1,7,6.7,25,上海市,121.4480838,31.27238594
西餐,徐汇区,39,7.5,7.6,7.7,25,上海市,121.4480778,31.18009999
料理,徐汇区,6,7.3,7.3,7.3,25,上海市,121.4480764,31.17310455
快餐,徐汇区,6,6.7,6.8,6.8,25,上海市,121.4480744,31.19591608
粤菜,闸北区,4859,8.1,8.2,8.2,25,上海市,121.4480625,31.27587043
快餐,闸北区,539,5.9,5.7,5.2,25,上海市,121.4480625,31.27587043
本菜,闸北区,1104,9,9.1,9.1,25,上海市,121.4480625,31.27587043
本菜,闸北区,1,7.3,7.3,7.3,25,上海市,121.4480625,31.27587043
西餐,徐汇区,1016,8.7,8.5,8.6,25,上海市,121.4480614,31.21864705
西餐,徐汇区,1016,8.7,8.5,8.6,25,上海市,121.4480614,31.21864705
西餐,徐汇区,1016,8.7,8.5,8.6,25,上海市,121.4480614,31.21864705
快餐,闸北区,21,7.2,7,7.2,25,上海市,121.4480307,31.30754757
啡厅,静安区,438,8.9,8.6,9,25,上海市,121.448032,31.22238622
快餐,徐汇区,7,7,7,7.2,25,上海市,121.4480343,31.18469858
西餐,徐汇区,12,7.2,7.2,7.3,25,上海市,121.4480343,31.18469858
甜点,徐汇区,457,8.3,8.1,8.4,25,上海市,121.4480343,31.18469858
甜点,徐汇区,457,8.3,8.1,8.4,25,上海市,121.4480343,31.18469858
龙虾,闸北区,6169,8.6,8.8,9.1,25,上海市,121.4480243,31.27650308
海鲜,宝山区,0,0,0,0,25,上海市,121.448015,31.34952328
甜点,宝山区,0,0,0,0,25,上海市,121.448015,31.34952328
啡厅,徐汇区,2,6.9,6.9,6.9,25,上海市,121.4480124,31.20640882
,,,,,,25,,,
,,,,,,25,,,
甜点,闸北区,109,7.7,8.3,8.4,25,上海市,121.4479974,31.27526254
甜点,闸北区,41,8.6,8.6,8.3,25,上海市,121.4479974,31.27526254
浙菜,静安区,0,0,0,0,25,上海市,121.4479964,31.22833436
川菜,静安区,46,7.4,7.4,7.6,25,上海市,121.4479964,31.22833436
湘菜,静安区,19,7,7,7.1,25,上海市,121.4479964,31.22833436
快餐,静安区,11,7.8,7.7,7.1,25,上海市,121.4479964,31.22833436
快餐,静安区,1,6.8,6.8,6.8,25,上海市,121.4479964,31.22833436
快餐,静安区,1,7.1,7.1,7.1,25,上海市,121.4479964,31.22833436
西餐,静安区,0,0,0,0,25,上海市,121.4479964,31.22833436
西餐,静安区,0,0,0,0,25,上海市,121.4479964,31.22833436
甜点,静安区,22,8,7.8,8,25,上海市,121.4479964,31.22833436
甜点,静安区,2,7.3,7.3,7.3,25,上海市,121.4479964,31.22833436
甜点,静安区,30,6.9,7.1,7.3,25,上海市,121.4479964,31.22833436
甜点,静安区,1,6.9,6.9,6.9,25,上海市,121.4479964,31.22833436
甜点,静安区,0,0,0,0,25,上海市,121.4479964,31.22833436
啡厅,静安区,15,7.4,7.3,7.5,25,上海市,121.4479964,31.22833436
快餐,静安区,0,0,0,0,25,上海市,121.4479964,31.22833436
海鲜,静安区,0,0,0,0,25,上海市,121.4479964,31.22833436
烧烤,静安区,4,7.1,7.2,7.2,25,上海市,121.4479964,31.22833436
甜点,静安区,22,8,7.8,8,25,上海市,121.4479964,31.22833436
甜点,静安区,2,7.3,7.3,7.3,25,上海市,121.4479964,31.22833436
西餐,静安区,0,0,0,0,25,上海市,121.4479964,31.22833436
啡厅,静安区,15,7.4,7.3,7.5,25,上海市,121.4479964,31.22833436
甜点,静安区,1,6.9,6.9,6.9,25,上海市,121.4479964,31.22833436
甜点,静安区,0,0,0,0,25,上海市,121.4479964,31.22833436
湘菜,黄浦区,4,7.1,7,7,25,上海市,121.4479964,31.22833436
北菜,黄浦区,11,7.1,7.1,7.1,25,上海市,121.4479964,31.22833436
火锅,黄浦区,0,0,0,0,25,上海市,121.4479964,31.22833436
本菜,黄浦区,1,6.9,6.9,6.9,25,上海市,121.4479964,31.22833436
甜点,黄浦区,0,0,0,0,25,上海市,121.4479964,31.22833436
啡厅,黄浦区,106,8.4,7.8,8.4,25,上海市,121.4479964,31.22833436
甜点,黄浦区,0,0,0,0,25,上海市,121.4479964,31.22833436
浙菜,闸北区,2881,7.4,7.1,6.9,25,上海市,121.4479917,31.28265445
快餐,闸北区,156,0,0,0,25,上海市,121.4479833,31.31091917
快餐,闸北区,156,0,0,0,25,上海市,121.4479833,31.31091917
美食,闸北区,20,6.9,6.8,6.9,25,上海市,121.4479823,31.31051533
西餐,闸北区,122,8.7,8.8,9,25,上海市,121.4479832,31.2769528
快餐,闸北区,229,7.3,6.6,6.8,25,上海市,121.4479759,31.31510656
快餐,闸北区,229,7.3,6.6,6.8,25,上海市,121.4479759,31.31510656
快餐,闸北区,2,7,7.5,7,25,上海市,121.4479749,31.31507457
美食,闸北区,0,0,0,0,25,上海市,121.4479739,31.31504058
快餐,闸北区,2,7,6.8,7,25,上海市,121.4479729,31.3150066
火锅,闸北区,193,6.9,6.1,6.5,25,上海市,121.447971,31.31345018
火锅,闸北区,193,6.9,6.1,6.5,25,上海市,121.447971,31.31345018
浙菜,闸北区,37,6.8,6.6,6.9,25,上海市,121.4479701,31.31285041
烧烤,闸北区,20,7.6,7.7,7.7,25,上海市,121.44797,31.31342319
快餐,闸北区,45,7.6,7.4,7.5,25,上海市,121.447968,31.31397198
快餐,闸北区,45,7.6,7.4,7.5,25,上海市,121.447968,31.31397198
甜点,徐汇区,65,6.9,7,6.6,25,上海市,121.4479823,31.13720815
甜点,徐汇区,65,6.9,7,6.6,25,上海市,121.4479823,31.13720815
甜点,闸北区,85,7.3,7.4,7.3,25,上海市,121.4479661,31.31248854
甜点,闸北区,85,7.3,7.4,7.3,25,上海市,121.4479661,31.31248854
海鲜,闸北区,99,7.9,7.3,7.5,25,上海市,121.4479636,31.31808042
海鲜,闸北区,99,7.9,7.3,7.5,25,上海市,121.4479636,31.31808042
快餐,闸北区,177,7.8,7.7,7.4,25,上海市,121.4479625,31.2723517
快餐,徐汇区,40,6.9,7,6.9,25,上海市,121.4479642,31.21839796
浙菜,徐汇区,247,7.2,6.7,6.9,25,上海市,121.4479602,31.17244864
浙菜,徐汇区,247,7.2,6.7,6.9,25,上海市,121.4479602,31.17244864
甜点,闸北区,85,7.4,7.3,7.4,25,上海市,121.4479495,31.27232568
西餐,静安区,146,7.5,7.7,7.7,25,上海市,121.447949,31.23152378
西餐,静安区,146,7.5,7.7,7.7,25,上海市,121.447949,31.23152378
啡厅,静安区,9,6.4,6.4,6.4,25,上海市,121.4479405,31.23749501
龙虾,静安区,34,7.6,7.1,7.4,25,上海市,121.4479405,31.23749501
龙虾,静安区,34,7.6,7.1,7.4,25,上海市,121.4479405,31.23749501
龙虾,静安区,34,7.6,7.1,7.4,25,上海市,121.4479405,31.23749501
啡厅,静安区,9,6.4,6.4,6.4,25,上海市,121.4479405,31.23749501
浙菜,闸北区,211,8,8,7.7,25,上海市,121.4479396,31.24797027
火锅,闸北区,690,7.6,7.7,7.7,25,上海市,121.4479396,31.24797027
快餐,闸北区,75,7.3,7.3,7.2,25,上海市,121.447932,31.3129303
啡厅,徐汇区,289,7.9,7.5,7.8,25,上海市,121.4479397,31.21211091
啡厅,徐汇区,289,7.9,7.5,7.8,25,上海市,121.4479397,31.21211091
烧烤,宝山区,486,8.8,7.5,8,25,上海市,121.4479283,31.33200922
火锅,闸北区,5599,8.1,8.5,8.1,25,上海市,121.4479302,31.27565224
西餐,闸北区,4857,7.8,8,7.9,25,上海市,121.4479302,31.27565224
西餐,闸北区,4857,7.8,8,7.9,25,上海市,121.4479302,31.27565224
西餐,闸北区,4857,7.8,8,7.9,25,上海市,121.4479302,31.27565224
西餐,闸北区,1311,8.5,8.4,8.2,25,上海市,121.4479272,31.2757302
西餐,闸北区,1311,8.5,8.4,8.2,25,上海市,121.4479272,31.2757302
西餐,闸北区,0,0,0,0,25,上海市,121.4479128,31.25687927
甜点,闸北区,1,7,7,7,25,上海市,121.4479128,31.25687927
湘菜,闵行区,0,0,0,0,25,上海市,121.4479312,31.04278498
火锅,闵行区,204,7.7,7.5,7.7,25,上海市,121.4479312,31.04278498
浙菜,闵行区,94,6.7,6.8,6.2,25,上海市,121.4479122,31.03118869
西餐,闵行区,1,7,7,7,25,上海市,121.4479122,31.03118869
快餐,静安区,42,6.8,6.6,6.7,25,上海市,121.4478947,31.22242891
甜点,闸北区,52,6.9,6.9,6.8,25,上海市,121.4478829,31.31225245
海鲜,宝山区,16,8.2,7.6,7.6,25,上海市,121.4478768,31.35894084
海鲜,宝山区,16,8.2,7.6,7.6,25,上海市,121.4478768,31.35894084
海鲜,闸北区,133,7.4,6.9,7.1,25,上海市,121.4478763,31.31828616
西餐,徐汇区,221,9,9.1,9,25,上海市,121.44788,31.21873562
海鲜,宝山区,216,0,0,0,25,上海市,121.4478695,31.32819448
海鲜,宝山区,216,0,0,0,25,上海市,121.4478695,31.32819448
素菜,徐汇区,598,8.3,8.1,8.4,25,上海市,121.447872,31.21804993
素菜,徐汇区,598,8.3,8.1,8.4,25,上海市,121.447872,31.21804993
浙菜,宝山区,14,7.4,7.4,7.3,25,上海市,121.4478582,31.34270829
啡厅,闸北区,161,7.6,7.7,7.7,25,上海市,121.4478614,31.24796911
啡厅,闸北区,161,7.6,7.7,7.7,25,上海市,121.4478614,31.24796911
啡厅,静安区,118,7.9,8.1,7.7,25,上海市,121.4478556,31.23431729
啡厅,静安区,118,7.9,8.1,7.7,25,上海市,121.4478556,31.23431729
啡厅,静安区,118,7.9,8.1,7.7,25,上海市,121.4478556,31.23431729
快餐,闸北区,199,7.5,7.3,7.2,25,上海市,121.4478423,31.27205857
甜点,闸北区,64,7.2,7.4,7.4,25,上海市,121.4478423,31.27205857
快餐,闸北区,199,7.5,7.3,7.2,25,上海市,121.4478423,31.27205857
甜点,闸北区,64,7.2,7.4,7.4,25,上海市,121.4478423,31.27205857
快餐,闸北区,7,7.3,7.2,7.2,25,上海市,121.4478349,31.31019914
甜点,宝山区,3,7.7,7.7,7.7,25,上海市,121.4478301,31.34237335
美食,宝山区,3,7.8,7.8,7.8,25,上海市,121.4478261,31.34231336
甜点,徐汇区,712,7.9,7.6,7.3,25,上海市,121.4478274,31.20102305
海鲜,宝山区,0,0,0,0,25,上海市,121.4478118,31.35748218
川菜,徐汇区,2,7.1,7.1,7.1,25,上海市,121.4478319,31.11390749
本菜,徐汇区,126,8.5,9,9,25,上海市,121.4478198,31.20701911
烧烤,徐汇区,0,0,0,0,25,上海市,121.4478159,31.21706528
烧烤,徐汇区,0,0,0,0,25,上海市,121.4478159,31.21706528
浙菜,闸北区,0,0,0,0,25,上海市,121.4478076,31.31359078
蟹宴,闸北区,0,0,0,0,25,上海市,121.4478076,31.31359078
快餐,闸北区,61,7.8,7.3,7.8,25,上海市,121.4478076,31.31359078
甜点,闸北区,1,6.9,7,6.9,25,上海市,121.4478076,31.31359078
蟹宴,闸北区,0,0,0,0,25,上海市,121.4478076,31.31359078
快餐,闸北区,29,7.3,7.1,7.1,25,上海市,121.4478076,31.31359078
快餐,闸北区,0,0,0,0,25,上海市,121.4478076,31.31359078
龙虾,闸北区,0,0,0,0,25,上海市,121.4478076,31.31359078
甜点,闸北区,1,6.9,7,6.9,25,上海市,121.4478076,31.31359078
浙菜,闸北区,751,7.6,7.6,7.4,25,上海市,121.4478115,31.25712594
